"number";"player";"team";"apps";"min";"goals";"NPG";"a"
470;"Telli Siwe";"Auxerre";4;320;0;0;0
471;"Ilyas Azizi";"Toulouse";3;23;0;0;0
472;"Andrija Bulatovic";"Lens";19;720;0;0;4
473;"Khalis Merah";"Lyon";22;1187;0;0;1
474;"Mathys de Carvalho";"Lyon";11;279;0;0;0
475;"Ayumu Seko";"Le Havre";30;2629;0;0;0
476;"Lionel Mpasi";"Le Havre";4;308;0;0;0
477;"Georges Gomis";"Le Havre";1;1;0;0;0
478;"Gabin Bernardeau";"Nice";4;90;0;0;0
479;"Djibril Coulibaly";"Nice";2;6;0;0;0
480;"Hamza Koutoune";"Nice";1;1;0;0;0
481;"Berke Özer";"Lille";32;2842;0;0;1
482;"Maxima Goffi";"Lille";1;33;0;0;0
483;"Arnaud Bodart";"Lille";3;218;0;0;0
484;"Ibrahim Osman";"Auxerre";14;631;0;0;2
485;"Lamine Sy";"Auxerre";24;1519;0;0;0
486;"Oumar Pona";"Angers";2;180;0;0;0
487;"Obed Nkambadio";"Paris FC";12;1080;0;0;0
488;"Julien Lopez";"Paris FC";5;31;0;0;0
489;"Tuomas Ollila";"Paris FC";10;297;0;0;0
490;"Jonathan Fischer";"Metz";27;2349;0;0;0
491;"Michel Mboula";"Metz";14;756;0;0;0
492;"Brian Madjo";"Metz";5;157;0;0;0
493;"Idrissa Gueye";"Metz";3;126;0;0;0
494;"Alpha Touré";"Metz";30;1591;0;0;1
495;"Pape Sy";"Metz";8;711;0;0;0
496;"Morgan Bokele";"Metz";10;208;0;0;0
497;"Mike Penders";"Strasbourg";33;2970;0;0;0
498;"Lucas Høgsberg";"Strasbourg";24;1805;0;0;0
499;"Tylel Tati";"Nantes";20;1728;0;0;0
500;"Kwon Hyeok-Kyu";"Nantes";12;777;0;0;0
501;"Yassine Benhattab";"Nantes";10;479;0;0;0
502;"Amady Camara";"Nantes";10;131;0;0;0
503;"Ismaël Guerti";"Metz";3;15;0;0;0
504;"Cleo Mélières";"Metz";2;26;0;0;0
505;"Abdoulaye Faye";"Lorient";17;1444;0;0;0
506;"Mathys Silistre";"Rennes";2;180;0;0;0
507;"Rafael Luís";"Strasbourg";12;573;0;0;1
508;"Terry Yegbe";"Metz";24;1977;0;0;1
509;"Martin Bley";"Lorient";1;1;0;0;0
510;"Charles Vanhoutte";"Nice";26;1801;0;0;2
511;"Tiago Gouveia";"Nice";15;507;0;0;0
512;"Bahmed Deuff";"Nantes";11;213;0;0;0
513;"Calvin Verdonk";"Lille";18;785;0;0;0
514;"Abu Francis";"Toulouse";8;546;0;0;0
515;"Ryan Rodin";"Auxerre";3;16;0;0;0
516;"Enzo Koffi";"Le Havre";14;370;0;0;0
517;"Pape Cabral";"Monaco";4;53;0;0;0
518;"Mathis Jangeal";"Paris Saint Germain";1;6;0;0;0
519;"Tidiane Devernois";"Auxerre";2;2;0;0;0
520;"Believe Munongo";"Metz";11;426;0;0;0
521;"Tadjidine Mmadi";"Marseille";3;34;0;0;0
522;"Dan Sinaté";"Angers";3;25;0;0;0
523;"Lucas Rosier";"Rennes";2;2;0;0;0
524;"Yvan Zaddy";"Auxerre";1;1;0;0;0
525;"Brad-Hamilton Mantsounga";"Nice";1;90;0;0;0
526;"Adil Hamdani";"Lyon";4;20;0;0;0
527;"Elias Legendre";"Rennes";6;27;0;0;0
528;"Mamoudou Cissokho";"Auxerre";2;2;0;0;0
529;"Zoumana Diallo";"Nice";1;7;0;0;0
530;"Ilane Touré";"Monaco";2;21;0;0;0
531;"Everton Pereira da Silva";"Nice";1;71;0;0;0
532;"Noah Nsoki";"Paris Saint Germain";1;4;0;0;0
533;"Mohamed Benoit-Dao";"Paris FC";1;1;0;0;0
534;"Erawan Garnier";"Lens";1;2;0;0;0
535;"Gessime Yassine";"Strasbourg";12;505;0;0;1
536;"Quinten Timber";"Marseille";15;1135;0;0;0
537;"Ali Youssef";"Nantes";1;90;0;0;0
538;"Tyrese Noubissie";"Strasbourg";4;41;0;0;0
539;"Ali Youssif";"Nantes";12;875;0;0;0
540;"Yassir Zabiri";"Rennes";6;29;0;0;0
541;"Jean-Baptiste Bosey";"Strasbourg";1;1;0;0;0
542;"Tochukwu Nnadi";"Marseille";8;354;0;0;1
543;"Ange Lago";"Marseille";2;44;0;0;0
544;"Daniel Semedo";"Lorient";1;7;0;0;0
545;"Steeve Kango";"Lyon";4;76;0;0;0
546;"Bané Diatta";"Angers";1;1;0;0;0
547;"Ugo El Kadmiri";"Marseille";3;15;0;0;0
548;"Nouhoum Kamissoko";"Marseille";3;14;0;0;0
549;"Hilan Slimani";"Marseille";1;1;0;0;0
550;"Idrissa Sabaly";"Strasbourg";1;58;0;0;0
551;"Pierre Mounguengue";"Paris Saint Germain";1;15;0;0;0
552;"Yaya Diémé";"Strasbourg";3;159;0;0;0
553;"Dimitri Lucea";"Paris Saint Germain";2;59;0;0;0
