ID,Player_Name,Age,Primary_Position,Player_Type,Positions,Club,League,Contract_End_Year,Height_cm,Weight_kg,BMI,Value_EUR,Value_Formatted,Wage_EUR,Wage_Formatted,Value_per_Overall,apps,min,goals,a,NPG,Performance_Score,Overall rating,Potential,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,"﻿""number"""
241867,Aitor Ruibal,29,RM,Outfield,RM RB LM,Real Betis Balompié,La Liga,2028,176.0,74.0,23.89,10500000.0,10.5M,29000.0,29K,136363.64,27,1809,4,2,4,0.3,77,77,Right,80,82,67,69,70,74,70,69,71,9,14,15,3,3,76
246657,Álvaro Valles,27,GK,Goalkeeper,GK,Real Betis Balompié,La Liga,2030,191.0,82.0,22.48,9500000.0,9.5M,17000.0,17K,123376.62,28,2520,0,0,0,0.0,77,79,Right,40,42,40,65,15,67,45,10,9,77,76,77,4,1,462
229862,Edu Expósito,28,CAM,Outfield,CAM CM CDM,RCD Espanyol,La Liga,2027,178.0,68.0,21.46,10500000.0,10.5M,25000.0,25K,136363.64,36,2593,1,6,1,0.24,77,77,Right,64,65,75,65,76,81,77,75,72,9,15,6,5,3,188
258466,Leo Román,24,GK,Goalkeeper,GK,RCD Mallorca,La Liga,2030,189.0,83.0,23.24,13500000.0,13.5M,15000.0,15K,175324.68,33,2970,0,0,0,0.0,77,83,Right,49,48,44,68,14,49,46,14,15,78,74,75,3,1,428
277225,Jon Martín,19,CB,Outfield,CB,Real Sociedad,La Liga,2030,185.0,83.0,24.25,21000000.0,21M,24000.0,24K,272727.27,25,2250,2,0,2,0.08,77,86,Right,64,72,69,80,79,59,66,75,73,14,12,8,3,2,156
224415,Luis Rioja,31,RM,Outfield,RM LM RW,Valencia CF,La Liga,2027,176.0,70.0,22.6,8500000.0,8.5M,38000.0,38K,110389.61,37,2676,3,6,3,0.3,77,77,Left,80,84,77,50,58,71,70,49,49,6,9,12,4,3,100
243032,Hugo Duro,25,ST,Outfield,ST,Valencia CF,La Liga,2028,177.0,70.0,22.34,13500000.0,13.5M,38000.0,38K,175324.68,36,1979,10,0,9,0.45,77,79,Left,74,73,76,76,55,73,79,45,40,8,14,14,4,3,19
264238,Diego López,23,LW,Outfield,LW RM ST LM,Valencia CF,La Liga,2029,172.0,62.0,20.96,16000000.0,16M,34000.0,34K,207792.21,34,1781,4,1,4,0.25,77,82,Right,84,83,75,60,35,75,66,30,30,14,15,14,4,3,81
193314,Aitor Fernández,34,GK,Goalkeeper,GK,CA Osasuna,La Liga,2027,182.0,78.0,23.55,1800000.0,1.8M,22000.0,22K,23376.62,2,134,0,0,0,0.0,77,77,Right,58,53,39,52,24,47,55,13,12,77,74,76,2,1,337
208137,Lucas Torró,30,CDM,Outfield,CDM CM,CA Osasuna,La Liga,2027,190.0,77.0,21.33,9000000.0,9M,33000.0,33K,116883.12,34,2362,0,1,0,0.04,77,77,Right,48,50,77,76,75,72,70,76,74,13,14,12,3,2,366
258937,Aimar Oroz,23,CAM,Outfield,CAM CM LM,CA Osasuna,La Liga,2029,177.0,72.0,22.98,16000000.0,16M,29000.0,29K,207792.21,31,2175,0,2,0,0.08,77,82,Right,70,65,78,64,73,78,75,71,60,6,6,6,3,3,399
243558,Óscar Valentín,30,CDM,Outfield,CDM CM,Rayo Vallecano,La Liga,2027,177.0,72.0,22.98,9000000.0,9M,25000.0,25K,116883.12,33,2143,1,0,1,0.04,77,77,Right,64,64,81,71,77,73,70,77,77,11,8,10,3,2,232
274209,Carlos Álvarez,21,RM,Outfield,RM CAM RW,Levante UD,La Liga,2027,167.0,75.0,26.89,17000000.0,17M,22000.0,22K,220779.22,30,1910,3,1,3,0.19,77,83,Left,79,76,72,58,44,79,76,37,29,14,8,10,3,3,107
228635,Borja Mayoral,28,ST,Outfield,ST,Getafe CF,La Liga,2027,182.0,74.0,22.34,11000000.0,11M,37000.0,37K,142857.14,16,1072,4,1,4,0.42,77,77,Right,61,68,62,71,37,70,77,29,24,12,9,15,4,3,73
217036,Álex Moreno,32,LB,Outfield,LB,Girona FC,La Liga,2027,179.0,68.0,21.22,7500000.0,7.5M,31000.0,31K,97402.6,31,2554,0,3,0,0.11,77,77,Left,80,77,70,63,75,74,73,75,75,15,7,11,2,3,335
235997,Fran Beltrán,26,CM,Outfield,CM CDM,Girona FC,La Liga,2030,165.0,64.0,23.51,12500000.0,12.5M,31000.0,31K,162337.66,27,1544,1,0,1,0.06,77,78,Right,56,56,78,64,76,79,67,78,78,14,11,13,3,3,203
246928,Iván Martín,26,CM,Outfield,CM CDM CAM,Girona FC,La Liga,2028,178.0,70.0,22.09,12500000.0,12.5M,31000.0,31K,162337.66,35,2558,0,1,0,0.04,77,78,Left,73,71,76,60,73,77,76,74,66,13,6,6,3,3,377
251892,Beto,27,ST,Outfield,ST,Everton,Premier League,2027,194.0,88.0,23.38,8000000.0,8M,41000.0,41K,105263.16,37,1552,9,1,9,0.58,76,76,Right,73,75,70,91,18,59,72,20,21,15,11,6,3,3,28
256008,Morato,24,CB,Outfield,CB LB CDM,Nottingham Forest,Premier League,2029,192.0,88.0,23.87,9500000.0,9.5M,58000.0,58K,125000.0,21,1333,1,0,1,0.07,76,80,Left,52,54,62,89,75,49,75,77,74,12,12,6,2,2,270
212442,José Sá,32,GK,Goalkeeper,GK,Wolverhampton Wanderers,Premier League,2027,192.0,84.0,22.79,3700000.0,3.7M,37000.0,37K,48684.21,23,2070,0,0,0,0.0,76,76,Right,52,53,34,75,18,50,45,19,15,76,75,73,2,1,402
70571,Kevin,22,LM,Outfield,LM LW RW,Fulham FC,Premier League,2030,176.0,68.0,21.95,11500000.0,11.5M,58000.0,58K,151315.79,26,1002,1,1,1,0.18,76,81,Right,84,81,67,56,32,70,69,34,32,7,7,14,3,4,280
237522,Jorge Cuenca,25,CB,Outfield,CB,Fulham FC,Premier League,2028,190.0,75.0,20.78,9000000.0,9M,60000.0,60K,118421.05,15,949,0,0,0,0.0,76,79,Left,67,75,68,77,75,60,66,77,76,10,12,14,3,2,373
264337,Rodrigo Muniz,24,ST,Outfield,ST,Fulham FC,Premier League,2030,186.0,80.0,23.12,11500000.0,11.5M,63000.0,63K,151315.79,21,1001,1,1,1,0.18,76,81,Right,68,68,69,78,38,65,71,42,31,12,13,11,3,3,245
208364,Clinton Mata,32,CB,Outfield,CB,Olympique Lyonnais,Ligue 1,2028,180.0,73.0,22.53,4900000.0,4.9M,20000.0,20K,64473.68,32,2845,0,0,0,0.0,76,76,Right,73,82,84,75,78,61,77,77,77,10,10,10,3,3,401
257073,Tiago Tomás,23,LM,Outfield,LM ST RM LW,VfB Stuttgart,Bundesliga,2029,180.0,78.0,24.07,12000000.0,12M,30000.0,30K,157894.74,27,996,5,3,5,0.72,76,82,Right,85,87,80,66,40,70,74,37,29,8,14,13,3,4,60
234575,Diogo Leite,26,CB,Outfield,CB,1. FC Union Berlin,Bundesliga,2028,190.0,83.0,22.99,8500000.0,8.5M,31000.0,31K,111842.11,23,1998,0,0,0,0.0,76,79,Left,55,71,80,78,78,36,66,78,77,7,5,8,3,2,369
189505,Pedro,37,RM,Outfield,RM LM RW,Lazio,Serie A,2028,169.0,64.0,22.41,2400000.0,2.4M,23000.0,23K,31578.95,29,954,5,2,3,0.66,76,76,Right,71,56,60,41,42,80,80,29,26,5,11,15,5,4,46
251530,Nuno Tavares,25,LB,Outfield,LB LM,Lazio,Serie A,2029,183.0,75.0,22.4,9000000.0,9M,27000.0,27K,118421.05,23,1478,0,0,0,0.0,76,79,Left,83,87,81,77,65,62,75,70,70,8,13,12,4,3,421
235949,Gabriel Strefezza,28,RM,Outfield,RM LM ST RW,"Parma Jun 30, 2026 On loan",Serie A,,168.0,63.0,22.32,7500000.0,7.5M,30000.0,30K,98684.21,14,1026,2,2,2,0.35,76,76,Right,90,82,77,33,34,74,68,25,28,15,15,10,3,3,147
252794,Adrián Bernabé,24,CM,Outfield,CM CDM CAM,Parma,Serie A,2027,174.0,68.0,22.46,11500000.0,11.5M,18000.0,18K,151315.79,32,2542,3,1,3,0.14,76,81,Left,82,73,79,52,72,75,76,75,70,8,12,10,3,3,102
265650,Saúl Coco,26,CB,Outfield,CB,Torino,Serie A,2029,187.0,86.0,24.59,8500000.0,8.5M,34000.0,34K,111842.11,35,3093,1,1,1,0.06,76,79,Right,80,89,75,81,77,58,60,77,76,5,8,13,3,2,260
240915,Juan Miranda,25,LB,Outfield,LB LM,Bologna,Serie A,2027,185.0,78.0,22.79,9000000.0,9M,38000.0,38K,118421.05,32,2576,1,3,1,0.14,76,79,Left,80,80,76,63,74,68,65,71,71,11,8,9,3,3,220
199564,Sergi Roberto,33,CDM,Outfield,CDM CM RB,Como,Serie A,2029,178.0,68.0,21.46,3700000.0,3.7M,70000.0,70K,48684.21,20,507,0,0,0,0.0,76,76,Right,67,71,74,60,74,80,76,75,74,14,16,15,3,3,342
203747,Héctor Bellerín,30,RB,Outfield,RB RM,Real Betis Balompié,La Liga,2028,178.0,74.0,23.36,6500000.0,6.5M,26000.0,26K,85526.32,27,1822,2,3,2,0.25,76,76,Right,78,82,71,60,74,68,70,74,74,8,14,13,2,3,113
276745,Álvaro Núñez,24,RB,Outfield,RB RM CB CM,RC Celta,La Liga,2030,177.0,74.0,23.62,10000000.0,10M,22000.0,22K,131578.95,25,2006,0,2,0,0.09,76,80,Right,76,75,83,71,74,72,73,75,69,6,12,9,3,3,540
260546,Urko González,24,CDM,Outfield,CDM CM,RCD Espanyol,La Liga,2030,189.0,83.0,23.24,11000000.0,11M,18000.0,18K,144736.84,36,2615,0,1,0,0.03,76,82,Right,62,65,68,78,77,72,72,77,72,10,8,6,3,2,407
230786,Pepelu,26,CM,Outfield,CM CDM,Valencia CF,La Liga,2028,185.0,73.0,21.33,9000000.0,9M,34000.0,34K,118421.05,31,2253,2,0,1,0.08,76,77,Right,61,67,82,75,73,76,74,78,74,12,13,9,3,3,119
261987,Antonio Blanco,24,CDM,Outfield,CDM CM,Deportivo Alavés,La Liga,2027,176.0,70.0,22.6,10500000.0,10.5M,23000.0,23K,138157.89,36,3137,2,3,2,0.14,76,81,Right,51,48,75,60,77,76,73,77,71,11,7,12,3,3,141
246139,Iñaki Peña,26,GK,Goalkeeper,GK,"Elche CF Jun 30, 2026 On loan",La Liga,,184.0,78.0,23.04,8000000.0,8M,41000.0,41K,105263.16,16,1440,0,0,0,0.0,76,80,Right,33,38,27,54,6,65,38,10,11,75,74,75,3,1,370
206590,Moi Gómez,31,CM,Outfield,CM CDM,CA Osasuna,La Liga,2027,176.0,71.0,22.92,6000000.0,6M,32000.0,32K,78947.37,26,1202,0,2,0,0.15,76,76,Right,68,60,78,56,74,77,75,66,50,12,7,7,5,4,310
222390,Unai López,29,CM,Outfield,CM CDM,Rayo Vallecano,La Liga,2030,170.0,68.0,23.53,7500000.0,7.5M,24000.0,24K,98684.21,28,1637,0,4,0,0.22,76,76,Right,68,68,78,64,74,76,76,70,63,9,13,13,3,3,334
271755,Kike Salas,23,CB,Outfield,CB LB CDM,Sevilla FC,La Liga,2029,188.0,80.0,22.63,11000000.0,11M,24000.0,24K,144736.84,26,2199,2,0,2,0.08,76,82,Left,66,68,73,78,76,62,62,76,74,14,5,11,3,2,143
277244,Rafa Marín,23,CB,Outfield,CB,"Villarreal CF Jun 30, 2026 On loan",La Liga,,191.0,83.0,22.75,14000000.0,14M,59000.0,59K,184210.53,23,1975,1,0,1,0.05,76,83,Right,69,76,73,80,77,64,70,79,75,7,7,11,3,2,236
243312,Pablo Martínez,27,CM,Outfield,CM LM CDM,Levante UD,La Liga,2028,182.0,74.0,22.34,8000000.0,8M,27000.0,27K,105263.16,27,1878,1,5,1,0.29,76,76,Right,73,72,85,71,67,76,74,65,60,7,12,13,3,3,219
220414,Diego Rico,32,LB,Outfield,LB CB LM,Getafe CF,La Liga,2030,183.0,76.0,22.69,5000000.0,5M,31000.0,31K,65789.47,28,1723,0,0,0,0.0,76,76,Left,69,71,73,79,77,77,72,77,74,10,9,11,2,2,341
260178,Juan Iglesias,26,RB,Outfield,RB LB RM,Getafe CF,La Liga,2029,187.0,77.0,22.02,8000000.0,8M,29000.0,29K,105263.16,37,3189,1,2,1,0.08,76,77,Right,83,86,86,67,71,59,62,78,76,10,12,12,4,3,227
76624,Vitor Reis,19,CB,Outfield,CB,"Girona FC Jun 30, 2026 On loan",La Liga,,186.0,77.0,22.26,15000000.0,15M,56000.0,56K,197368.42,36,3137,1,1,1,0.06,76,86,Right,70,75,70,77,76,68,69,76,73,9,9,15,3,2,264
201505,David López,35,CB,Outfield,CB,Girona FC,La Liga,2029,185.0,81.0,23.67,2000000.0,2M,22000.0,22K,26315.79,5,300,0,0,0,0.0,76,76,Right,36,43,54,79,75,74,70,77,74,9,12,11,3,2,306
201505,David López,35,CB,Outfield,CB,Girona FC,La Liga,2029,185.0,81.0,23.67,2000000.0,2M,22000.0,22K,26315.79,14,827,0,0,0,0.0,76,76,Right,36,43,54,79,75,74,70,77,74,9,12,11,3,2,470
261530,Dário Essugo,20,CDM,Outfield,CDM CM,Chelsea,Premier League,2033,180.0,83.0,25.62,11500000.0,11.5M,58000.0,58K,153333.33,3,24,0,0,0,0.0,75,83,Right,72,80,76,83,75,70,68,76,74,9,9,6,3,2,476
213956,Adama Traoré,29,RM,Outfield,RM RW,West Ham United,Premier League,2030,179.0,86.0,26.84,5500000.0,5.5M,56000.0,56K,73333.33,24,326,0,0,0,0.0,75,75,Right,95,94,66,90,38,69,66,40,34,13,9,12,3,4,296
258607,Toti,26,CB,Outfield,CB,Wolverhampton Wanderers,Premier League,2029,187.0,72.0,20.59,6500000.0,6.5M,51000.0,51K,86666.67,19,1437,0,0,0,0.0,75,78,Left,75,79,67,81,76,65,72,77,75,11,6,5,3,2,414
261224,Hugo Bueno,22,LB,Outfield,LB LM,Wolverhampton Wanderers,Premier League,2028,180.0,73.0,22.53,8000000.0,8M,44000.0,44K,106666.67,35,2351,1,2,1,0.11,75,80,Left,75,73,76,66,75,73,74,73,72,9,12,6,2,3,241
241585,Igor Julio,27,CB,Outfield,CB LB,Brighton & Hove Albion,Premier League,2027,185.0,84.0,24.54,6000000.0,6M,64000.0,64K,80000.0,4,94,0,0,0,0.0,75,77,Left,58,68,65,89,74,60,70,76,75,7,11,15,2,2,365
253167,Félix Correia,24,LM,Outfield,LM RM LW,Lille OSC,Ligue 1,2029,178.0,66.0,20.83,7500000.0,7.5M,23000.0,23K,100000.0,34,2124,4,5,4,0.38,75,78,Right,86,83,82,58,43,73,74,44,35,10,9,10,2,4,59
270559,Tiago Santos,22,RB,Outfield,RB RM,Lille OSC,Ligue 1,2028,175.0,71.0,23.18,7500000.0,7.5M,22000.0,22K,100000.0,15,714,0,0,0,0.0,75,79,Right,85,82,61,60,74,67,76,73,75,10,7,7,3,3,391
276901,Afonso Moreira,20,LM,Outfield,LM LW,Olympique Lyonnais,Ligue 1,2029,176.0,72.0,23.24,12500000.0,12.5M,14000.0,14K,166666.67,27,1695,4,7,4,0.58,75,84,Right,90,92,86,61,39,70,68,38,32,11,7,7,3,4,71
262929,Vinicius Souza,26,CDM,Outfield,CDM CM,VfL Wolfsburg,Bundesliga,2030,187.0,80.0,22.88,6500000.0,6.5M,37000.0,37K,86666.67,24,1794,0,0,0,0.0,75,78,Right,64,65,77,84,76,65,70,76,75,14,14,13,3,2,375
232805,Bernardo,30,LB,Outfield,LB CB,TSG 1899 Hoffenheim,Bundesliga,2027,186.0,76.0,21.97,4800000.0,4.8M,31000.0,31K,64000.0,29,2340,0,0,0,0.0,75,75,Left,67,71,82,73,72,58,69,78,81,15,12,14,3,3,302
243311,Josep Martínez,27,GK,Goalkeeper,GK,Inter,Serie A,2029,191.0,78.0,21.38,5000000.0,5M,16000.0,16K,66666.67,5,450,0,0,0,0.0,75,77,Right,24,30,42,58,11,52,42,13,15,75,71,74,3,1,412
206098,Patric,32,CB,Outfield,CB CDM,Lazio,Serie A,2027,184.0,72.0,21.27,3600000.0,3.6M,29000.0,29K,48000.0,14,657,0,0,0,0.0,75,75,Right,65,61,68,64,78,66,72,77,74,8,14,9,3,2,311
200752,Juan Jesus,34,CB,Outfield,CB,Napoli,Serie A,2029,185.0,83.0,24.25,1800000.0,1.8M,68000.0,68K,24000.0,24,1670,0,0,0,0.0,75,75,Left,63,53,66,72,77,34,73,78,76,12,11,8,3,2,313
205566,Alberto Moreno,32,LB,Outfield,LB CM,Como,Serie A,2029,171.0,65.0,22.23,3900000.0,3.9M,66000.0,66K,52000.0,19,1240,2,1,2,0.22,75,75,Left,74,75,75,54,71,69,68,73,73,10,14,10,2,3,122
263829,Vitinha,25,ST,Outfield,ST,Genoa,Serie A,2028,178.0,74.0,23.36,7500000.0,7.5M,23000.0,23K,100000.0,35,2262,5,1,5,0.24,75,78,Right,78,73,73,70,36,65,74,29,22,5,8,9,3,3,55
263829,Vitinha,25,ST,Outfield,ST,Genoa,Ligue 1,2028,178.0,74.0,23.36,7500000.0,7.5M,23000.0,23K,100000.0,29,2122,1,7,1,0.34,75,78,Right,78,73,73,70,36,65,74,29,22,5,8,9,3,3,196
157481,Raúl Albiol,39,CB,Outfield,CB,Pisa,Serie A,2029,190.0,82.0,22.71,1000000.0,1M,7000.0,7K,13333.33,8,494,0,1,0,0.18,75,75,Right,31,30,34,77,75,64,74,78,76,8,6,9,3,2,331
74463,Marc Bernal,18,CDM,Outfield,CDM CM,FC Barcelona,La Liga,2029,193.0,84.0,22.55,11000000.0,11M,39000.0,39K,146666.67,22,798,2,1,2,0.34,75,86,Left,66,70,65,75,72,72,71,75,73,12,8,14,3,2,159
265800,Ferran Jutglà,26,ST,Outfield,ST RW LM CAM,RC Celta,La Liga,2029,175.0,75.0,24.49,6000000.0,6M,27000.0,27K,80000.0,30,1702,9,3,9,0.63,75,75,Right,79,73,74,79,21,65,77,29,25,6,8,8,4,3,27
266331,Hugo Álvarez,21,LM,Outfield,LM RM LW,RC Celta,La Liga,2028,176.0,72.0,23.24,9000000.0,9M,19000.0,19K,120000.0,28,1359,4,2,4,0.4,75,81,Right,70,68,62,57,69,73,69,65,58,10,9,8,3,3,83
225926,Pere Milla,32,LM,Outfield,LM ST CAM LW,RCD Espanyol,La Liga,2027,184.0,72.0,21.27,4500000.0,4.5M,22000.0,22K,60000.0,33,2005,7,1,7,0.36,75,75,Left,75,75,76,65,59,74,74,58,42,10,10,14,3,3,38
244407,Pol Lozano,25,CDM,Outfield,CDM CM,RCD Espanyol,La Liga,2027,177.0,62.0,19.79,6500000.0,6.5M,19000.0,19K,86666.67,33,2211,2,1,2,0.12,75,77,Right,62,65,81,63,74,74,67,74,73,8,7,11,3,3,129
261654,Omar El Hilali,21,RB,Outfield,RB CB RM,RCD Espanyol,La Liga,2027,183.0,75.0,22.4,8500000.0,8.5M,15000.0,15K,113333.33,36,2853,0,2,0,0.06,75,81,Right,83,82,82,73,72,65,65,72,73,10,13,13,3,3,445
80915,Jan Virgili,18,LW,Outfield,LW LM RM,RCD Mallorca,La Liga,2030,168.0,66.0,23.38,12000000.0,12M,20000.0,20K,160000.0,31,1807,2,4,2,0.3,75,86,Right,86,81,65,44,36,71,62,39,30,12,8,9,3,4,165
208620,Omar Mascarell,32,CDM,Outfield,CDM CM CB,RCD Mallorca,La Liga,2029,181.0,76.0,23.2,3700000.0,3.7M,28000.0,28K,49333.33,30,2251,2,2,2,0.16,75,75,Right,55,41,76,69,74,73,68,76,69,6,7,10,5,3,118
240900,Unai Núñez,28,CB,Outfield,CB RB,"Valencia CF Jun 30, 2026 On loan",La Liga,,186.0,81.0,23.41,5500000.0,5.5M,25000.0,25K,73333.33,13,927,0,0,0,0.0,75,76,Right,59,71,68,79,75,40,62,74,75,9,9,6,2,2,353
240900,Unai Núñez,28,CB,Outfield,CB RB,"Valencia CF Jun 30, 2026 On loan",Serie A,,186.0,81.0,23.41,5500000.0,5.5M,25000.0,25K,73333.33,17,1263,0,0,0,0.0,75,76,Right,59,71,68,79,75,40,62,74,75,9,9,6,2,2,363
265726,César Tárrega,23,CB,Outfield,CB,Valencia CF,La Liga,2030,194.0,78.0,20.72,10500000.0,10.5M,27000.0,27K,140000.0,32,2588,0,0,0,0.0,75,82,Right,60,65,77,84,74,53,61,74,75,14,11,7,3,2,434
210455,Jonny,31,RB,Outfield,RB LB CB CM,Deportivo Alavés,La Liga,2027,170.0,70.0,24.22,4099999.9999999995,4.1M,26000.0,26K,54666.67,34,3006,0,0,0,0.0,75,75,Right,76,70,71,65,76,70,80,74,77,7,10,10,4,3,316
231628,Rafa Mir,28,ST,Outfield,ST LW CAM,"Elche CF Jun 30, 2026 On loan",La Liga,,191.0,86.0,23.57,6000000.0,6M,31000.0,31K,80000.0,27,1834,8,0,7,0.39,75,75,Right,78,88,69,84,50,67,68,46,40,12,11,10,3,3,32
258139,Raúl Moro,22,LW,Outfield,LW LM RM,CA Osasuna,La Liga,2031,169.0,67.0,23.46,11500000.0,11.5M,27000.0,27K,153333.33,14,628,0,2,0,0.29,75,82,Right,85,85,56,47,23,73,68,26,22,7,14,6,3,3,401
271145,Abel Bretones,24,LB,Outfield,LB LM,CA Osasuna,La Liga,2029,188.0,78.0,22.07,8000000.0,8M,24000.0,24K,106666.67,28,1600,1,2,1,0.17,75,80,Left,75,79,81,79,73,66,65,75,71,7,11,10,3,3,259
236355,Luiz Felipe,28,CB,Outfield,CB,Rayo Vallecano,La Liga,2028,187.0,80.0,22.88,5500000.0,5.5M,22000.0,22K,73333.33,10,473,0,0,0,0.0,75,76,Right,70,75,53,80,75,58,64,75,74,14,8,10,4,3,355
236492,Pedro Díaz,27,CM,Outfield,CM CDM CAM,Rayo Vallecano,La Liga,2028,180.0,75.0,23.15,6000000.0,6M,22000.0,22K,80000.0,34,1868,0,1,0,0.05,75,75,Right,68,64,81,71,69,76,71,73,70,7,14,13,4,3,487
264174,Juanlu Sánchez,21,RB,Outfield,RB RM,Sevilla FC,La Liga,2029,186.0,70.0,20.23,8500000.0,8.5M,19000.0,19K,113333.33,32,2016,0,3,0,0.13,75,81,Right,79,80,77,69,70,71,73,73,71,15,12,12,3,3,395
243034,Alfon,26,LW,Outfield,LW LM CAM,"Villarreal CF Jun 30, 2026 On loan",La Liga,,172.0,60.0,20.28,6000000.0,6M,30000.0,30K,80000.0,21,691,2,0,2,0.26,75,75,Right,78,76,75,63,43,74,74,31,15,12,8,5,3,3,139
259065,Arnau Tenas,24,GK,Goalkeeper,GK,Villarreal CF,La Liga,2029,185.0,85.0,24.84,7000000.0,7M,16000.0,16K,93333.33,11,990,0,0,0,0.0,75,81,Right,54,48,26,38,14,65,60,13,15,74,70,74,2,1,400
70967,Carlos Espí,19,ST,Outfield,ST,Levante UD,La Liga,2028,194.0,84.0,22.32,12000000.0,12M,20000.0,20K,160000.0,25,1328,11,0,11,0.74,75,84,Right,75,79,75,86,31,66,69,34,31,9,9,11,4,3,16
264173,Iván Romero,24,ST,Outfield,ST LM LW CAM,Levante UD,La Liga,2028,172.0,72.0,24.34,8500000.0,8.5M,25000.0,25K,113333.33,32,2339,7,1,7,0.31,75,80,Right,84,84,79,62,30,67,73,51,42,10,9,5,3,3,41
205070,Portu,33,LW,Outfield,LW RM LM,Girona FC,La Liga,2027,167.0,66.0,23.67,3500000.0,3.5M,31000.0,31K,46666.67,10,463,0,0,0,0.0,75,75,Right,82,79,75,70,55,74,73,54,51,14,10,15,4,3,352
219848,David Costas,30,CB,Outfield,CB,Real Oviedo,La Liga,2028,184.0,71.0,20.97,4600000.0,4.6M,29000.0,29K,61333.33,25,2073,1,0,1,0.04,75,75,Right,69,75,71,79,76,66,76,74,72,10,15,14,4,3,186
277068,Lucas Pires,24,LB,Outfield,LB LM,Burnley,Premier League,2028,182.0,77.0,23.25,5500000.0,5.5M,37000.0,37K,74324.32,20,1391,0,0,0,0.0,74,78,Left,81,78,76,73,70,67,68,72,70,6,11,9,3,3,451
256725,Fábio Carvalho,22,CAM,Outfield,CAM CM,Brentford,Premier League,2029,170.0,62.0,21.45,8500000.0,8.5M,47000.0,47K,114864.86,6,97,1,0,1,0.92,74,81,Right,77,74,62,39,39,71,73,54,32,14,5,10,4,4,235
275070,Otávio,23,CB,Outfield,CB,Paris FC,Ligue 1,2030,187.0,83.0,23.74,6000000.0,6M,31000.0,31K,81081.08,23,1907,1,0,1,0.05,74,79,Left,72,73,70,80,75,43,68,71,71,14,12,5,2,2,253
74871,Arthur Chaves,24,CB,Outfield,CB,"FC Augsburg Jun 30, 2026 On loan",Bundesliga,,188.0,80.0,22.63,6000000.0,6M,23000.0,23K,81081.08,15,1062,2,0,2,0.17,74,79,Right,74,81,79,70,75,35,54,79,77,8,10,6,4,2,177
70966,Jacobo Ramón,20,CB,Outfield,CB,Como,Serie A,2030,196.0,80.0,20.82,8500000.0,8.5M,43000.0,43K,114864.86,32,2744,2,0,2,0.07,74,84,Right,57,60,64,79,75,48,65,76,72,10,10,13,3,2,171
273875,Álex Valle,21,LB,Outfield,LB LM,Como,Serie A,2029,178.0,72.0,22.72,9000000.0,9M,43000.0,43K,121621.62,28,2028,1,4,1,0.22,74,84,Left,83,82,75,66,70,69,66,70,70,6,14,12,3,3,273
236295,Aarón Martín,28,LB,Outfield,LB LM,Genoa,Serie A,2028,178.0,70.0,22.09,3800000.0,3.8M,21000.0,21K,51351.35,33,2167,1,5,1,0.25,74,74,Left,69,50,82,57,72,68,74,72,70,11,14,12,3,3,207
241184,Junior Firpo,28,LB,Outfield,LB LM,Real Betis Balompié,La Liga,2028,184.0,78.0,23.04,3800000.0,3.8M,23000.0,23K,51351.35,12,846,0,1,0,0.11,74,74,Left,80,75,73,73,71,75,73,74,71,7,7,14,3,3,363
264095,Hugo Sotelo,21,CM,Outfield,CM CDM,RC Celta,La Liga,2028,180.0,75.0,23.15,8500000.0,8.5M,17000.0,17K,114864.86,20,1350,0,2,0,0.13,74,81,Right,74,65,72,65,69,78,75,71,63,14,9,9,3,3,421
272453,Pablo Durán,24,ST,Outfield,ST LW CAM,RC Celta,La Liga,2027,176.0,72.0,23.24,6000000.0,6M,22000.0,22K,81081.08,30,1451,2,2,2,0.25,74,78,Right,71,72,72,67,33,65,73,28,26,7,9,9,3,3,149
277029,Miguel Román,22,CM,Outfield,CM CDM,RC Celta,La Liga,2028,178.0,70.0,22.09,6500000.0,6.5M,20000.0,20K,87837.84,19,1297,1,0,1,0.07,74,80,Right,62,64,73,58,73,79,72,74,69,12,7,12,3,3,267
192678,Kike García,35,ST,Outfield,ST,RCD Espanyol,La Liga,2027,186.0,79.0,22.84,1800000.0,1.8M,17000.0,17K,24324.32,37,1694,8,1,7,0.48,74,74,Right,43,50,55,80,40,72,76,40,21,7,9,13,4,3,33
263676,Roberto Fernández,22,ST,Outfield,ST,RCD Espanyol,La Liga,2031,186.0,78.0,22.55,7000000.0,7M,19000.0,19K,94594.59,38,2388,7,3,6,0.38,74,80,Right,75,82,82,75,55,69,70,56,35,12,13,13,3,3,46
267976,Pablo Torre,22,CAM,Outfield,CAM CM LM,RCD Mallorca,La Liga,2029,173.0,63.0,21.05,9500000.0,9.5M,23000.0,23K,128378.38,35,1614,4,4,4,0.45,74,82,Right,76,68,71,48,45,76,70,48,46,15,10,10,4,4,85
226221,Aritz Elustondo,31,CB,Outfield,CB RB,Real Sociedad,La Liga,2030,180.0,71.0,21.91,2900000.0,2.9M,30000.0,30K,39189.19,16,723,0,1,0,0.12,74,74,Right,55,67,68,75,73,32,75,73,73,7,10,15,3,2,311
