"number";"player";"team";"apps";"min";"goals";"NPG";"a"
148;"Reece James";"Chelsea";29;1927;2;2;4
149;"Amad Diallo Traore";"Manchester United";32;2341;2;2;3
150;"Neco Williams";"Nottingham Forest";37;3203;2;2;3
151;"Alexis Mac Allister";"Liverpool";37;2683;2;2;4
152;"Xavi Simons";"Tottenham";28;1768;2;2;5
153;"Hee-Chan Hwang";"Wolverhampton Wanderers";26;1469;2;1;2
154;"Jacob Ramsey";"Newcastle United";28;1421;2;2;3
155;"Rúben Dias";"Manchester City";26;2142;2;2;0
156;"Malo Gusto";"Chelsea";34;2306;2;2;3
157;"Pape Sarr";"Tottenham";26;1347;2;2;4
158;"Yeremi Pino";"Crystal Palace";34;2134;2;2;2
159;"Amadou Onana";"Aston Villa";25;1793;2;2;0
160;"Habib Diarra";"Sunderland";20;1414;2;1;2
161;"Josko Gvardiol";"Manchester City";18;1374;2;2;2
162;"Loum Tchaouna";"Burnley";29;1268;2;2;1
163;"Archie Gray";"Tottenham";24;1497;2;2;2
164;"Ryan Christie";"Bournemouth";26;942;2;2;0
165;"Brennan Johnson";"Crystal Palace,Tottenham";34;1709;2;2;1
166;"Noni Madueke";"Arsenal";26;1246;2;2;1
167;"Milos Kerkez";"Liverpool";34;2271;2;2;1
168;"Mohammed Kudus";"Tottenham";19;1577;2;2;5
169;"Ladislav Krejcí";"Wolverhampton Wanderers";28;2385;2;2;1
170;"Mats Wieffer";"Brighton";26;1922;2;2;3
171;"Nicolò Savona";"Nottingham Forest";14;1036;2;2;0
172;"Rio Ngumoha";"Liverpool";19;515;2;2;1
173;"Maxim De Cuyper";"Brighton";30;1412;2;2;3
174;"Trai Hume";"Sunderland";38;3041;2;2;1
175;"Dan Ballard";"Sunderland";29;2143;2;2;0
176;"Eliezer Mayenda";"Sunderland";20;740;2;2;0
177;"Estêvão";"Chelsea";22;854;2;2;2
178;"Ao Tanaka";"Leeds";28;1330;2;2;0
179;"Charalampos Kostoulas";"Brighton";21;309;2;2;1
180;"Granit Xhaka";"Sunderland";34;2896;1;1;6
181;"Pascal Groß";"Brighton";19;1635;1;1;3
182;"James Milner";"Brighton";20;773;1;0;1
183;"Jordan Henderson";"Brentford";32;1935;1;1;3
184;"Ben Davies";"Tottenham";3;137;1;1;0
185;"Bertrand Traoré";"Sunderland";12;675;1;1;0
186;"Kyle Walker-Peters";"West Ham";23;1365;1;1;0
187;"Harrison Reed";"Fulham";7;79;1;1;0
188;"Axel Tuanzebe";"Burnley";14;1209;1;1;0
189;"Luke Shaw";"Manchester United";38;3269;1;1;1
190;"Sasa Lukic";"Fulham";26;1731;1;1;2
191;"Harry Maguire";"Manchester United";23;1666;1;1;2
192;"Andrew Robertson";"Liverpool";24;1160;1;1;0
193;"Rodri";"Manchester City";21;1500;1;1;0
194;"Martin Odegaard";"Arsenal";24;1347;1;1;6
195;"Issa Diop";"Fulham";13;810;1;1;0
196;"Randal Kolo Muani";"Tottenham";30;1704;1;1;1
197;"Yoane Wissa";"Newcastle United";19;492;1;1;0
198;"Boubacar Kamara";"Aston Villa";18;1434;1;1;3
199;"Kenny Tete";"Fulham";22;1805;1;1;0
200;"Lewis Dunk";"Brighton";33;2831;1;1;0
201;"Rodrigo Bentancur";"Tottenham";26;1931;1;1;1
202;"Douglas Luiz";"Aston Villa,Nottingham Forest";21;936;1;1;0
203;"Enes Ünal";"Bournemouth";22;158;1;1;0
204;"Ibrahima Konaté";"Liverpool";36;3133;1;1;0
205;"Ethan Ampadu";"Leeds";35;3130;1;1;1
206;"Curtis Jones";"Liverpool";34;1910;1;1;2
207;"Jaka Bijol";"Leeds";25;1895;1;1;2
208;"David Brooks";"Bournemouth";31;1191;1;1;3
209;"William Saliba";"Arsenal";31;2609;1;1;0
210;"Pedro Porro";"Tottenham";34;2815;1;1;2
211;"Marc Cucurella";"Chelsea";34;2714;1;1;4
212;"Diogo Dalot";"Manchester United";34;2614;1;1;3
213;"Dan Burn";"Newcastle United";29;2205;1;1;2
214;"Gabriel Martinelli";"Arsenal";30;1025;1;1;4
215;"Jean-Ricner Bellegarde";"Wolverhampton Wanderers";26;1268;1;1;1
216;"Matthijs de Ligt";"Manchester United";13;1170;1;1;0
217;"Marshall Munetsi";"Wolverhampton Wanderers";13;863;1;1;1
218;"Evann Guessand";"Aston Villa,Crystal Palace";21;920;1;1;2
219;"Riccardo Calafiori";"Arsenal";26;1755;1;1;2
220;"Tyrick Mitchell";"Crystal Palace";38;3258;1;1;2
221;"Nicolás Domínguez";"Nottingham Forest";27;1210;1;1;1
222;"Armando Broja";"Burnley";24;822;1;1;1
223;"Chris Richards";"Crystal Palace";33;2819;1;1;0
224;"Jarrad Branthwaite";"Everton";10;682;1;1;0
225;"Sven Botman";"Newcastle United";25;1842;1;1;0
226;"Adrien Truffert";"Bournemouth";38;3391;1;1;5
227;"Dan Ndoye";"Nottingham Forest";24;1184;1;1;1
228;"Joël Veltman";"Brighton";24;1025;1;1;0
229;"Maxence Lacroix";"Crystal Palace";35;3094;1;1;2
230;"Liam Delap";"Chelsea";28;1064;1;1;0
231;"Antonee Robinson";"Fulham";22;1484;1;0;0
232;"Omar Alderete";"Sunderland";33;2808;1;1;1
233;"Conor Gallagher";"Tottenham";16;1229;1;1;1
234;"Jayden Bogle";"Leeds";34;2822;1;1;2
235;"Fabio Carvalho";"Brentford";6;97;1;1;0
236;"Hannibal Mejbri";"Burnley";27;1251;1;1;4
